property_id,source_attribution,suburb,state,zip_code,address,property_category,property_subtype,transaction_type,listing_price,monthly_rent,price_per_sqft,security_deposit,move_in_cost,total_sqft,living_sqft,lot_sqft,bedrooms,bathrooms,garage_spaces,year_built,property_status,days_on_market,nearby_amenities,lease_term,pet_policy,parking_availability,date_of_property_listed
P9028,HomeFinder,Belconnen,ACT,2617,990 Smith Ln,Rental Property,House,for sale,817743,3111.09,440.83,3111.09,6222.18,2453,1855,2453,3,2.9,1,1979,active,14,CBD|shops,,allowed,off-street,2/19/2024
P9028,InvestorNet,Belconnen,ACT,2617,990 Smith Ln,Rental Property,House,for sale,802212,3094.51,432.46,3094.51,6189.02,2453,1855,2453,3,2.9,1,1979,available,150,CBD|train|bus|university,,restricted,allocated bay,2/19/2024
P9029,PropertyHub,New Farm,QLD,4005,915 Williams Dr,Residential Single-Family,House,for rent,902458,,564.74,0,0,2521,1598,2521,1,2.6,2,2015,rented,133,bus|train|schools|beach|hospital,12 months,allowed,allocated bay,9/27/2024
P9029,HomeFinder,New Farm,QLD,4005,915 Williams Dr,Residential Single-Family,House,for rent,902458,,564.74,0,0,2521,1598,2521,1,2.6,2,2015,pending,61,schools|tram|CBD,12 months,not allowed,allocated bay,9/27/2024
P9029,InvestorNet,New Farm,QLD,4005,915 Williams Dr,Residential Single-Family,House,for sale,902458,,564.74,0,0,2521,1598,2521,1,2.6,2,2015,pending,106,university|CBD|hospital,,allowed,allocated bay,9/27/2024
P9030,PropertyHub,Glenelg,SA,5045,764 York St,Commercial Property,Office,for sale,762523,,233.69,0,0,3263,3263,3263,0,1,0,1968,available,45,tram|parks|bus,,allowed,garage,5/4/2025
P9030,HomeFinder,Glenelg,SA,5045,764 York St,Commercial Property,Office,for sale,762523,,233.69,0,0,3263,3263,3263,0,1,0,1968,sold,178,schools|parks|hospital|shops,,restricted,allocated bay,5/4/2025
P9030,InvestorNet,Glenelg,SA,5045,764 York St,Commercial Property,Office,for sale,762523,,233.69,0,0,3263,3263,3263,0,1,0,1968,sold,165,tram|university|schools,,restricted,carport,5/4/2025
P9031,PropertyHub,Mount Lawley,WA,6050,879 King Blvd,Multi-Family Investment,Multi-Family,for sale,1022723,,717.2,0,0,1819,1426,1819,3,2.5,1,2023,rented,79,hospital|tram|train,,allowed,carport,7/3/2025
P9031,HomeFinder,Mount Lawley,WA,6050,879 King Blvd,Multi-Family Investment,Multi-Family,for sale,1057466,,741.56,0,0,1819,1426,1819,3,2.5,1,2023,active,28,shops|train|schools,,allowed,garage,7/3/2025
P9031,InvestorNet,Mount Lawley,WA,6050,879 King Blvd,Multi-Family Investment,Multi-Family,for sale,1042934,,731.37,0,0,1819,1426,1819,3,2.5,1,2023,active,179,schools|tram,,restricted,allocated bay,7/3/2025
P9032,PropertyHub,Mount Lawley,WA,6050,103 George St,Condominium/Apartment,Apartment,for sale,472067,,400.74,0,0,1276,1178,1178,1,1.6,0,1972,sold,82,hospital|parks|schools|train,,restricted,off-street,3/30/2024
P9032,HomeFinder,Mount Lawley,WA,6050,103 George St,Condominium/Apartment,Apartment,for sale,472067,,400.74,0,0,1276,1178,1178,1,1.6,0,1972,sold,83,parks|schools|hospital|university|bus,,allowed,allocated bay,3/30/2024
P9032,InvestorNet,Mount Lawley,WA,6050,103 George St,Condominium/Apartment,Apartment,for rent,472067,,400.74,0,0,1276,1178,1178,1,1.6,0,1972,available,13,tram|parks|train,12 months,allowed,street parking,3/30/2024
P9033,PropertyHub,Cottesloe,WA,6011,220 Bay Blvd,Residential Single-Family,House,for sale,909936,,821.24,0,0,2113,1108,2113,4,2.7,0,1996,active,126,shops|CBD,,restricted,garage,6/11/2025
P9033,HomeFinder,Cottesloe,WA,6011,220 Bay Blvd,Residential Single-Family,House,for rent,909936,,821.24,0,0,2113,1108,2113,4,2.7,0,1996,active,109,shops|bus,12 months,restricted,off-street,6/11/2025
P9033,InvestorNet,Cottesloe,WA,6011,220 Bay Blvd,Residential Single-Family,House,for rent,890257,,803.48,0,0,2113,1108,2113,4,2.7,0,1996,rented,129,hospital|bus|beach,12 months,not allowed,carport,6/11/2025
P9034,PropertyHub,Bondi,NSW,2026,450 Oxford Dr,Commercial Property,Retail,for sale,1028115,,362.4,0,0,2837,2837,2837,0,1,0,1974,pending,86,bus|university|CBD|train|hospital,,allowed,allocated bay,4/6/2025
P9034,HomeFinder,Bondi,NSW,2026,450 Oxford Dr,Commercial Property,Retail,for sale,1052994,,371.16,0,0,2837,2837,2837,0,1,0,1974,pending,64,CBD|university|shops|tram,,restricted,carport,4/6/2025
P9034,InvestorNet,Bondi,NSW,2026,450 Oxford Dr,Commercial Property,Retail,for sale,994141,,350.42,0,0,2837,2837,2837,0,1,0,1974,pending,67,train|tram,,restricted,carport,4/6/2025
P9035,PropertyHub,New Farm,QLD,4005,907 Bourke Blvd,Commercial Property,Office,for sale,703451,,189.97,0,0,3703,3703,3703,0,1,0,1984,active,103,bus|university|parks|CBD|schools,,restricted,carport,7/19/2024
P9035,HomeFinder,New Farm,QLD,4005,907 Bourke Blvd,Commercial Property,Office,for sale,703451,,189.97,0,0,3703,3703,3703,0,1,0,1984,rented,104,bus|hospital,,not allowed,allocated bay,7/19/2024
P9035,InvestorNet,New Farm,QLD,4005,907 Bourke Blvd,Commercial Property,Office,for sale,688032,,185.8,0,0,3703,3703,3703,0,1,0,1984,available,59,train|tram|beach,,restricted,street parking,7/19/2024
P9036,PropertyHub,Mawson Lakes,SA,5095,531 Elizabeth Ln,Condominium/Apartment,Apartment,for sale,535056,,608.71,0,0,941,879,879,4,2.8,2,1975,available,126,schools|parks,,allowed,allocated bay,3/9/2025
P9036,HomeFinder,Mawson Lakes,SA,5095,531 Elizabeth Ln,Condominium/Apartment,Apartment,for sale,509355,,579.47,0,0,941,879,879,4,2.8,2,1975,pending,133,tram|beach|bus|shops,,not allowed,street parking,3/9/2025
P9036,InvestorNet,Mawson Lakes,SA,5095,531 Elizabeth Ln,Condominium/Apartment,Apartment,for sale,554240,,630.53,0,0,941,879,879,4,2.8,2,1975,sold,134,hospital|beach|bus|shops,,restricted,carport,3/9/2025
P9037,PropertyHub,Camberwell,VIC,3124,431 Williams Dr,Commercial Property,Retail,for sale,533623,,161.17,0,0,3311,3311,3311,0,1,0,1968,active,58,hospital|university|bus|CBD,,restricted,street parking,1/26/2025
P9037,HomeFinder,Camberwell,VIC,3124,431 Williams Dr,Commercial Property,Retail,for sale,507652,,153.32,0,0,3311,3311,3311,0,1,0,1968,pending,43,tram|bus|beach,,not allowed,allocated bay,1/26/2025
P9037,InvestorNet,Camberwell,VIC,3124,431 Williams Dr,Commercial Property,Retail,for sale,529278,,159.85,0,0,3311,3311,3311,0,1,0,1968,pending,38,hospital|beach|parks|CBD,,not allowed,allocated bay,1/26/2025
P9038,PropertyHub,Carindale,QLD,4152,494 King Ct,Commercial Property,Retail,for sale,629115,,160.94,0,0,3909,3909,3909,0,1,0,2019,sold,92,parks|shops|beach,,restricted,street parking,1/20/2025
P9038,HomeFinder,Carindale,QLD,4152,494 King Ct,Commercial Property,Retail,for sale,659494,,168.71,0,0,3909,3909,3909,0,1,0,2019,rented,164,shops|train,,restricted,off-street,1/20/2025
P9038,InvestorNet,Carindale,QLD,4152,494 King Ct,Commercial Property,Retail,for sale,640365,,163.82,0,0,3909,3909,3909,0,1,0,2019,active,22,train|university|shops|beach,,allowed,allocated bay,1/20/2025
P9039,PropertyHub,Chatswood,NSW,2067,926 Bourke Ct,Condominium/Apartment,Apartment,for sale,1022113,,911.79,0,0,1196,1121,1121,3,2.5,2,1974,rented,177,university|parks,,restricted,carport,7/9/2024
P9039,HomeFinder,Chatswood,NSW,2067,926 Bourke Ct,Condominium/Apartment,Apartment,for sale,1022113,,911.79,0,0,1196,1121,1121,3,2.5,2,1974,rented,21,tram|university|CBD|train|bus,,allowed,carport,7/9/2024
P9039,InvestorNet,Chatswood,NSW,2067,926 Bourke Ct,Condominium/Apartment,Apartment,for rent,1022113,,911.79,0,0,1196,1121,1121,3,2.5,2,1974,available,143,beach|CBD,12 months,not allowed,carport,7/9/2024
P9040,PropertyHub,North Hobart,TAS,7000,437 Victoria Ln,Rental Property,Apartment,for rent,646464,2195.97,1046.06,2195.97,4391.94,756,618,618,5,3.2,0,1975,active,6,shops|tram,12 months,restricted,allocated bay,7/30/2025
P9040,HomeFinder,North Hobart,TAS,7000,437 Victoria Ln,Rental Property,Apartment,for sale,633329,2236.83,1024.8,2236.83,4473.66,756,618,618,5,3.2,0,1975,active,55,train|shops|tram|hospital|university,,restricted,off-street,7/30/2025
P9040,InvestorNet,North Hobart,TAS,7000,437 Victoria Ln,Rental Property,Apartment,for sale,644251,2235.47,1042.48,2235.47,4470.94,756,618,618,5,3.2,0,1975,sold,112,hospital|parks|schools|CBD,,restricted,off-street,7/30/2025
